SSN,Depth,Country,data_14c
icr033650,Topsoil,Ethiopia,FALSE
icr033652,Topsoil,Ethiopia,FALSE
icr033655,Subsoil,Ethiopia,FALSE
icr033659,Subsoil,Ethiopia,FALSE
icr033660,Topsoil,Ethiopia,FALSE
icr033661,Subsoil,Ethiopia,FALSE
icr033664,Topsoil,Ethiopia,TRUE
icr033665,Subsoil,Ethiopia,TRUE
icr033666,Topsoil,Ethiopia,FALSE
icr033667,Subsoil,Ethiopia,FALSE
icr033670,Topsoil,Ethiopia,FALSE
icr033671,Subsoil,Ethiopia,FALSE
icr033679,Subsoil,Ethiopia,FALSE
icr033680,Topsoil,Ethiopia,FALSE
icr033683,Subsoil,Ethiopia,FALSE
icr033684,Topsoil,Ethiopia,FALSE
icr033685,Subsoil,Ethiopia,FALSE
icr033689,Subsoil,Ethiopia,FALSE
icr033690,Topsoil,Ethiopia,FALSE
icr033695,Subsoil,Ethiopia,FALSE
icr033699,Subsoil,Ethiopia,FALSE
icr033704,Topsoil,Ethiopia,FALSE
icr033710,Topsoil,Ethiopia,FALSE
icr033716,Topsoil,Ethiopia,FALSE
icr033724,Topsoil,Ethiopia,FALSE
icr033729,Topsoil,Ethiopia,FALSE
icr033732,Topsoil,Ethiopia,FALSE
icr033733,Subsoil,Ethiopia,FALSE
icr033735,Subsoil,Ethiopia,FALSE
icr033737,Subsoil,Ethiopia,FALSE
icr033738,Topsoil,Ethiopia,FALSE
icr033739,Subsoil,Ethiopia,FALSE
icr033741,Subsoil,Ethiopia,FALSE
icr033747,Subsoil,Ethiopia,FALSE
icr033748,Topsoil,Ethiopia,FALSE
icr033749,Subsoil,Ethiopia,FALSE
icr033750,Topsoil,Ethiopia,FALSE
icr033751,Subsoil,Ethiopia,FALSE
icr033754,Topsoil,Ethiopia,FALSE
icr033756,Topsoil,Ethiopia,FALSE
icr033757,Topsoil,Ethiopia,FALSE
icr033760,Subsoil,Ethiopia,FALSE
icr033767,Topsoil,Ethiopia,FALSE
icr033768,Subsoil,Ethiopia,FALSE
icr033769,Topsoil,Ethiopia,FALSE
icr033772,Subsoil,Ethiopia,FALSE
icr033780,Subsoil,Ethiopia,FALSE
icr033781,Topsoil,Ethiopia,FALSE
icr033782,Subsoil,Ethiopia,FALSE
icr033787,Topsoil,Ethiopia,FALSE
icr033788,Subsoil,Ethiopia,FALSE
icr033792,Subsoil,Ethiopia,FALSE
icr033801,Topsoil,Ethiopia,FALSE
icr033805,Topsoil,Ethiopia,FALSE
icr033815,Topsoil,Ethiopia,FALSE
icr033819,Topsoil,Ethiopia,TRUE
icr033820,Subsoil,Ethiopia,TRUE
icr033824,Subsoil,Ethiopia,FALSE
icr033829,Topsoil,Ethiopia,FALSE
icr033833,Topsoil,Ethiopia,FALSE
icr033834,Subsoil,Ethiopia,FALSE
icr033845,Topsoil,Ethiopia,FALSE
icr033846,Subsoil,Ethiopia,FALSE
icr033847,Topsoil,Ethiopia,FALSE
icr033856,Subsoil,Ethiopia,FALSE
icr033858,Subsoil,Ethiopia,FALSE
icr033863,Topsoil,Ethiopia,FALSE
icr033864,Subsoil,Ethiopia,FALSE
icr033866,Subsoil,Ethiopia,FALSE
icr033869,Topsoil,Ethiopia,FALSE
icr033873,Topsoil,Ethiopia,FALSE
icr033874,Topsoil,Ethiopia,FALSE
icr033877,Subsoil,Ethiopia,FALSE
icr033879,Subsoil,Ethiopia,FALSE
icr033880,Topsoil,Ethiopia,FALSE
icr033881,Subsoil,Ethiopia,FALSE
icr033885,Subsoil,Ethiopia,FALSE
icr033893,Subsoil,Ethiopia,FALSE
icr033895,Subsoil,Ethiopia,FALSE
icr033896,Topsoil,Ethiopia,FALSE
icr033897,Subsoil,Ethiopia,FALSE
icr033901,Subsoil,Ethiopia,FALSE
icr033902,Topsoil,Ethiopia,FALSE
icr033903,Subsoil,Ethiopia,FALSE
icr033904,Topsoil,Ethiopia,FALSE
icr033905,Subsoil,Ethiopia,FALSE
icr033907,Subsoil,Ethiopia,FALSE
icr034011,Subsoil,Nigeria,FALSE
icr034422,Topsoil,Nigeria,FALSE
icr034914,Subsoil,Nigeria,FALSE
icr037453,Topsoil,Mali,TRUE
icr037454,Subsoil,Mali,TRUE
icr037476,Subsoil,Mali,FALSE
icr037492,Subsoil,Mali,FALSE
icr037512,Subsoil,Mali,FALSE
icr037531,Topsoil,Mali,TRUE
icr037532,Subsoil,Mali,TRUE
icr037574,Topsoil,Mali,TRUE
icr037575,Subsoil,Mali,TRUE
icr037590,Topsoil,Mali,FALSE
icr037621,Subsoil,Mali,FALSE
icr037626,Topsoil,Mali,FALSE
icr037676,Subsoil,Mali,FALSE
icr037689,Topsoil,Mali,FALSE
icr037699,Topsoil,Mali,FALSE
icr037767,Topsoil,Cameroon,FALSE
icr037788,Subsoil,Cameroon,FALSE
icr037808,Subsoil,Cameroon,FALSE
icr037843,Topsoil,Cameroon,FALSE
icr037851,Topsoil,Cameroon,FALSE
icr037869,Topsoil,Cameroon,FALSE
icr037901,Topsoil,Cameroon,FALSE
icr037927,Topsoil,Cameroon,TRUE
icr037928,Subsoil,Cameroon,TRUE
icr037948,Subsoil,Cameroon,FALSE
icr037969,Topsoil,Cameroon,FALSE
icr037986,Topsoil,Cameroon,TRUE
icr037987,Subsoil,Cameroon,TRUE
icr038017,Subsoil,Cameroon,FALSE
icr038034,Topsoil,Cameroon,FALSE
icr038100,Topsoil,Ethiopia,FALSE
icr038101,Subsoil,Ethiopia,FALSE
icr038102,Topsoil,Ethiopia,FALSE
icr038105,Subsoil,Ethiopia,FALSE
icr038107,Subsoil,Ethiopia,FALSE
icr038108,Topsoil,Ethiopia,FALSE
icr038110,Topsoil,Ethiopia,FALSE
icr038113,Subsoil,Ethiopia,FALSE
icr038116,Topsoil,Ethiopia,FALSE
icr038117,Subsoil,Ethiopia,FALSE
icr038118,Topsoil,Ethiopia,FALSE
icr038133,Subsoil,Ethiopia,FALSE
icr038137,Subsoil,Ethiopia,FALSE
icr038142,Topsoil,Ethiopia,FALSE
icr038144,Subsoil,Ethiopia,FALSE
icr038147,Topsoil,Ethiopia,TRUE
icr038148,Subsoil,Ethiopia,TRUE
icr038150,Subsoil,Ethiopia,FALSE
icr038154,Topsoil,Ethiopia,FALSE
icr038156,Topsoil,Ethiopia,FALSE
icr038158,Topsoil,Ethiopia,FALSE
icr038162,Topsoil,Ethiopia,FALSE
icr038167,Topsoil,Ethiopia,FALSE
icr038169,Topsoil,Ethiopia,FALSE
icr038176,Topsoil,Ethiopia,FALSE
icr038191,Topsoil,Ethiopia,FALSE
icr038193,Topsoil,Ethiopia,FALSE
icr038197,Topsoil,Ethiopia,FALSE
icr038199,Subsoil,Ethiopia,FALSE
icr038200,Topsoil,Ethiopia,FALSE
icr038202,Topsoil,Ethiopia,FALSE
icr038218,Topsoil,Ethiopia,TRUE
icr038219,Subsoil,Ethiopia,TRUE
icr038226,Subsoil,Ethiopia,FALSE
icr038227,Topsoil,Ethiopia,TRUE
icr038228,Subsoil,Ethiopia,TRUE
icr038229,Topsoil,Ethiopia,FALSE
icr038230,Subsoil,Ethiopia,FALSE
icr038236,Topsoil,Ethiopia,FALSE
icr038237,Topsoil,Ethiopia,FALSE
icr038239,Topsoil,Ethiopia,FALSE
icr038242,Topsoil,Ethiopia,TRUE
icr038243,Subsoil,Ethiopia,TRUE
icr038249,Topsoil,Ethiopia,FALSE
icr038256,Subsoil,Ethiopia,FALSE
icr038258,Subsoil,Ethiopia,FALSE
icr038260,Subsoil,Ethiopia,FALSE
icr038263,Topsoil,Ethiopia,FALSE
icr038273,Topsoil,Ethiopia,FALSE
icr038278,Subsoil,Ethiopia,FALSE
icr038281,Topsoil,Ethiopia,FALSE
icr038288,Topsoil,Ethiopia,FALSE
icr038291,Topsoil,Ethiopia,FALSE
icr038293,Topsoil,Ethiopia,FALSE
icr038298,Subsoil,Ethiopia,FALSE
icr038299,Topsoil,Ethiopia,TRUE
icr038300,Subsoil,Ethiopia,TRUE
icr038301,Topsoil,Ethiopia,FALSE
icr038302,Topsoil,Ethiopia,TRUE
icr038303,Subsoil,Ethiopia,TRUE
icr038304,Topsoil,Ethiopia,FALSE
icr038308,Subsoil,Ethiopia,FALSE
icr038315,Subsoil,Ethiopia,FALSE
icr038320,Topsoil,Ethiopia,FALSE
icr038327,Topsoil,Ethiopia,FALSE
icr038334,Subsoil,Ethiopia,FALSE
icr038342,Subsoil,Ethiopia,FALSE
icr038345,Topsoil,Ethiopia,FALSE
icr038354,Subsoil,Ethiopia,FALSE
icr038356,Subsoil,Ethiopia,FALSE
icr038357,Topsoil,Ethiopia,FALSE
icr038362,Subsoil,Ethiopia,FALSE
icr038363,Topsoil,Ethiopia,FALSE
icr038365,Subsoil,Ethiopia,FALSE
icr038368,Topsoil,Ethiopia,FALSE
icr038372,Subsoil,Ethiopia,FALSE
icr038377,Topsoil,Ethiopia,FALSE
icr038379,Topsoil,Ethiopia,FALSE
icr038380,Subsoil,Ethiopia,FALSE
icr038381,Topsoil,Ethiopia,FALSE
icr038384,Subsoil,Ethiopia,FALSE
icr041647,Topsoil,Kenya,FALSE
icr041648,Subsoil,Kenya,FALSE
icr041649,Topsoil,Kenya,FALSE
icr041650,Subsoil,Kenya,FALSE
icr041651,Topsoil,Kenya,FALSE
icr041655,Topsoil,Kenya,FALSE
icr041656,Subsoil,Kenya,FALSE
icr041662,Subsoil,Kenya,FALSE
icr041664,Subsoil,Kenya,FALSE
icr041672,Subsoil,Kenya,FALSE
icr041673,Topsoil,Kenya,FALSE
icr041679,Topsoil,Kenya,TRUE
icr041680,Subsoil,Kenya,TRUE
icr041685,Topsoil,Kenya,FALSE
icr041686,Subsoil,Kenya,FALSE
icr041710,Subsoil,Kenya,FALSE
icr041715,Topsoil,Kenya,FALSE
icr041717,Topsoil,Kenya,FALSE
icr041724,Subsoil,Kenya,FALSE
icr041733,Topsoil,Kenya,FALSE
icr041734,Subsoil,Kenya,FALSE
icr041735,Topsoil,Kenya,FALSE
icr041738,Subsoil,Kenya,FALSE
icr041740,Subsoil,Kenya,FALSE
icr041741,Topsoil,Kenya,FALSE
icr041743,Topsoil,Kenya,FALSE
icr041744,Subsoil,Kenya,FALSE
icr041746,Subsoil,Kenya,FALSE
icr041747,Topsoil,Kenya,FALSE
icr041748,Subsoil,Kenya,FALSE
icr041755,Topsoil,Kenya,FALSE
icr041758,Subsoil,Kenya,FALSE
icr041765,Topsoil,Kenya,FALSE
icr041766,Subsoil,Kenya,FALSE
icr041777,Topsoil,Kenya,FALSE
icr041778,Subsoil,Kenya,FALSE
icr041786,Subsoil,Kenya,FALSE
icr041789,Topsoil,Kenya,TRUE
icr041790,Subsoil,Kenya,TRUE
icr041798,Subsoil,Kenya,FALSE
icr041808,Subsoil,Kenya,FALSE
icr041812,Subsoil,Kenya,FALSE
icr041813,Topsoil,Kenya,FALSE
icr041820,Subsoil,Kenya,FALSE
icr041821,Topsoil,Kenya,FALSE
icr041824,Subsoil,Kenya,FALSE
icr041825,Topsoil,Kenya,FALSE
icr041826,Subsoil,Kenya,FALSE
icr041830,Topsoil,Kenya,FALSE
icr041833,Subsoil,Kenya,FALSE
icr041834,Topsoil,Kenya,FALSE
icr041837,Subsoil,Kenya,FALSE
icr041838,Topsoil,Kenya,FALSE
icr041841,Subsoil,Kenya,FALSE
icr041847,Subsoil,Kenya,FALSE
icr041853,Subsoil,Kenya,FALSE
icr041854,Topsoil,Kenya,FALSE
icr041859,Subsoil,Kenya,FALSE
icr041861,Subsoil,Kenya,FALSE
icr041865,Subsoil,Kenya,FALSE
icr041868,Topsoil,Kenya,FALSE
icr041872,Topsoil,Kenya,FALSE
icr041873,Subsoil,Kenya,FALSE
icr041878,Topsoil,Kenya,FALSE
icr041879,Subsoil,Kenya,FALSE
icr041881,Subsoil,Kenya,FALSE
icr041882,Topsoil,Kenya,FALSE
icr041883,Subsoil,Kenya,FALSE
icr041885,Subsoil,Kenya,FALSE
icr041890,Topsoil,Kenya,FALSE
icr041891,Subsoil,Kenya,FALSE
icr041894,Subsoil,Kenya,FALSE
icr041896,Subsoil,Kenya,FALSE
icr041898,Topsoil,Kenya,TRUE
icr041899,Subsoil,Kenya,TRUE
icr041901,Subsoil,Kenya,FALSE
icr041903,Subsoil,Kenya,FALSE
icr041904,Topsoil,Kenya,FALSE
icr041905,Subsoil,Kenya,FALSE
icr041907,Subsoil,Kenya,FALSE
icr041911,Subsoil,Kenya,FALSE
icr041912,Topsoil,Kenya,FALSE
icr041914,Topsoil,Kenya,FALSE
icr041917,Topsoil,Kenya,FALSE
icr041922,Subsoil,Kenya,FALSE
icr041924,Subsoil,Kenya,FALSE
icr041925,Topsoil,Kenya,FALSE
icr041926,Subsoil,Kenya,FALSE
icr041928,Subsoil,Kenya,FALSE
icr041930,Subsoil,Kenya,FALSE
icr041932,Subsoil,Kenya,FALSE
icr041938,Subsoil,Kenya,FALSE
icr041940,Subsoil,Kenya,FALSE
icr041990,Subsoil,Kenya,FALSE
icr041992,Topsoil,Kenya,TRUE
icr041993,Subsoil,Kenya,TRUE
icr041998,Subsoil,Kenya,FALSE
icr041999,Topsoil,Kenya,FALSE
icr042007,Subsoil,Kenya,FALSE
icr042021,Subsoil,Kenya,FALSE
icr042025,Subsoil,Kenya,TRUE
icr042033,Subsoil,Kenya,FALSE
icr042037,Subsoil,Kenya,FALSE
icr042039,Subsoil,Kenya,FALSE
icr042043,Subsoil,Kenya,FALSE
icr042046,Subsoil,Kenya,FALSE
icr042053,Subsoil,Kenya,FALSE
icr042056,Subsoil,Kenya,FALSE
icr042065,Subsoil,Kenya,FALSE
icr042066,Topsoil,Kenya,FALSE
icr042069,Subsoil,Kenya,FALSE
icr042070,Topsoil,Kenya,FALSE
icr042074,Topsoil,Kenya,TRUE
icr042075,Subsoil,Kenya,TRUE
icr042077,Subsoil,Kenya,FALSE
icr042080,Topsoil,Kenya,FALSE
icr042082,Topsoil,Kenya,TRUE
icr042083,Subsoil,Kenya,TRUE
icr042089,Subsoil,Kenya,FALSE
icr042102,Subsoil,Kenya,FALSE
icr042103,Topsoil,Kenya,FALSE
icr042107,Subsoil,Kenya,FALSE
icr042108,Topsoil,Kenya,TRUE
icr042109,Subsoil,Kenya,TRUE
icr042113,Topsoil,Kenya,TRUE
icr042114,Subsoil,Kenya,TRUE
icr042117,Topsoil,Kenya,TRUE
icr042118,Subsoil,Kenya,TRUE
icr042121,Topsoil,Kenya,FALSE
icr042122,Topsoil,Kenya,FALSE
icr042132,Topsoil,Kenya,FALSE
icr042141,Topsoil,Kenya,TRUE
icr042142,Subsoil,Kenya,TRUE
icr042146,Subsoil,Kenya,FALSE
icr042147,Topsoil,Kenya,FALSE
icr042148,Subsoil,Kenya,FALSE
icr042149,Topsoil,Kenya,FALSE
icr042151,Subsoil,Kenya,FALSE
icr042162,Topsoil,Kenya,FALSE
icr042165,Subsoil,Kenya,FALSE
icr042168,Topsoil,Kenya,FALSE
icr042177,Subsoil,Kenya,FALSE
icr042179,Subsoil,Kenya,FALSE
icr042180,Topsoil,Kenya,FALSE
icr042181,Topsoil,Kenya,FALSE
icr042186,Subsoil,Kenya,FALSE
icr042191,Topsoil,Kenya,TRUE
icr042192,Subsoil,Kenya,TRUE
icr042193,Topsoil,Kenya,FALSE
icr042195,Topsoil,Kenya,FALSE
icr042200,Subsoil,Kenya,FALSE
icr042201,Topsoil,Kenya,FALSE
icr042203,Topsoil,Kenya,FALSE
icr042204,Topsoil,Kenya,TRUE
icr042210,Topsoil,Kenya,FALSE
icr042215,Subsoil,Kenya,FALSE
icr042222,Topsoil,Kenya,FALSE
icr042224,Topsoil,Kenya,FALSE
icr042226,Topsoil,Kenya,FALSE
icr042229,Topsoil,Kenya,FALSE
icr042230,Subsoil,Kenya,FALSE
icr042233,Topsoil,Kenya,FALSE
icr042234,Subsoil,Kenya,FALSE
icr042235,Topsoil,Kenya,FALSE
icr042236,Subsoil,Kenya,FALSE
icr042790,Topsoil,Guinea,FALSE
icr042811,Subsoil,Guinea,FALSE
icr042836,Topsoil,Guinea,FALSE
icr042867,Topsoil,Guinea,FALSE
icr042896,Topsoil,Guinea,FALSE
icr042930,Topsoil,Guinea,FALSE
icr042947,Subsoil,Guinea,FALSE
icr042967,Subsoil,Guinea,FALSE
icr042990,Topsoil,Guinea,FALSE
icr043068,Topsoil,Guinea,FALSE
icr043152,Topsoil,Guinea,FALSE
icr043153,Subsoil,Guinea,FALSE
icr043173,Subsoil,Guinea,FALSE
icr043212,Subsoil,Guinea,FALSE
icr043231,Subsoil,Guinea,FALSE
icr043248,Topsoil,Guinea,FALSE
icr043266,Topsoil,Guinea,FALSE
icr043287,Topsoil,Guinea,FALSE
icr043300,Subsoil,Guinea,FALSE
icr043333,Subsoil,Guinea,FALSE
icr043347,Topsoil,Guinea,FALSE
icr043401,Topsoil,Guinea,FALSE
icr048451,Subsoil,SAfrica,FALSE
icr048485,Topsoil,SAfrica,FALSE
icr048520,Topsoil,SAfrica,FALSE
icr048567,Subsoil,SAfrica,FALSE
icr048585,Subsoil,SAfrica,FALSE
icr048642,Topsoil,SAfrica,FALSE
icr048664,Topsoil,SAfrica,TRUE
icr048722,Subsoil,SAfrica,FALSE
icr049069,Subsoil,SAfrica,FALSE
icr049074,Topsoil,SAfrica,FALSE
icr049154,Topsoil,SAfrica,FALSE
icr049735,Topsoil,Mozambique,FALSE
icr049934,Topsoil,Mozambique,FALSE
icr050155,Subsoil,Mozambique,FALSE
icr050175,Subsoil,Mozambique,FALSE
icr050214,Topsoil,Mozambique,TRUE
icr050215,Subsoil,Mozambique,TRUE
icr050234,Topsoil,Mozambique,FALSE
icr050254,Topsoil,Mozambique,FALSE
icr050274,Topsoil,Mozambique,FALSE
icr050294,Topsoil,Mozambique,FALSE
icr050354,Topsoil,Mozambique,TRUE
icr050355,Subsoil,Mozambique,TRUE
icr050395,Subsoil,Mozambique,FALSE
icr050415,Subsoil,Mozambique,FALSE
icr050435,Subsoil,Mozambique,FALSE
icr054165,Topsoil,Uganda,FALSE
icr054174,Subsoil,Uganda,FALSE
icr054175,Topsoil,Uganda,TRUE
icr054176,Subsoil,Uganda,TRUE
icr054181,Topsoil,Uganda,TRUE
icr054182,Subsoil,Uganda,TRUE
icr054186,Subsoil,Uganda,FALSE
icr054187,Topsoil,Uganda,FALSE
icr054188,Topsoil,Uganda,TRUE
icr054189,Subsoil,Uganda,TRUE
icr054190,Topsoil,Uganda,TRUE
icr054191,Subsoil,Uganda,TRUE
icr054194,Topsoil,Uganda,FALSE
icr054200,Subsoil,Uganda,FALSE
icr054201,Topsoil,Uganda,TRUE
icr054202,Subsoil,Uganda,TRUE
icr054204,Subsoil,Uganda,FALSE
icr054205,Topsoil,Uganda,FALSE
icr054208,Subsoil,Uganda,FALSE
icr054210,Subsoil,Uganda,FALSE
icr054212,Subsoil,Uganda,FALSE
icr054214,Topsoil,Uganda,FALSE
icr054219,Subsoil,Uganda,FALSE
icr054222,Topsoil,Uganda,FALSE
icr054230,Subsoil,Uganda,FALSE
icr054232,Topsoil,Uganda,FALSE
icr054234,Topsoil,Uganda,TRUE
icr054235,Subsoil,Uganda,TRUE
icr054236,Topsoil,Uganda,FALSE
icr054245,Subsoil,Uganda,FALSE
icr054247,Subsoil,Uganda,FALSE
icr054250,Topsoil,Uganda,FALSE
icr054251,Subsoil,Uganda,FALSE
icr054256,Topsoil,Uganda,TRUE
icr054257,Subsoil,Uganda,TRUE
icr054260,Topsoil,Uganda,FALSE
icr054267,Subsoil,Uganda,FALSE
icr054269,Topsoil,Uganda,TRUE
icr054270,Subsoil,Uganda,TRUE
icr054274,Subsoil,Uganda,FALSE
icr054285,Topsoil,Uganda,TRUE
icr054286,Subsoil,Uganda,TRUE
icr054287,Topsoil,Uganda,TRUE
icr054288,Subsoil,Uganda,TRUE
icr054289,Topsoil,Uganda,FALSE
icr054292,Subsoil,Uganda,FALSE
icr054293,Topsoil,Uganda,FALSE
icr054294,Subsoil,Uganda,FALSE
icr054296,Subsoil,Uganda,FALSE
icr054301,Topsoil,Uganda,TRUE
icr054302,Subsoil,Uganda,TRUE
icr054304,Subsoil,Uganda,FALSE
icr054307,Topsoil,Uganda,TRUE
icr054308,Subsoil,Uganda,TRUE
icr054309,Topsoil,Uganda,TRUE
icr054310,Subsoil,Uganda,TRUE
icr054312,Subsoil,Uganda,FALSE
icr054315,Topsoil,Uganda,TRUE
icr054316,Subsoil,Uganda,TRUE
icr054317,Topsoil,Uganda,FALSE
icr054321,Topsoil,Uganda,FALSE
icr054322,Topsoil,Uganda,TRUE
icr054323,Subsoil,Uganda,TRUE
icr054324,Topsoil,Uganda,FALSE
icr054325,Subsoil,Uganda,FALSE
icr054326,Topsoil,Uganda,FALSE
icr054328,Topsoil,Uganda,FALSE
icr054329,Subsoil,Uganda,FALSE
icr054330,Topsoil,Uganda,FALSE
icr054332,Topsoil,Uganda,FALSE
icr054334,Subsoil,Uganda,FALSE
icr054336,Topsoil,Uganda,FALSE
icr054340,Topsoil,Uganda,FALSE
icr054342,Topsoil,Uganda,FALSE
icr054345,Subsoil,Uganda,FALSE
icr054348,Topsoil,Uganda,FALSE
icr054351,Subsoil,Uganda,FALSE
icr054353,Subsoil,Uganda,FALSE
icr054354,Topsoil,Uganda,FALSE
icr054356,Subsoil,Uganda,FALSE
icr054357,Topsoil,Uganda,FALSE
icr054358,Topsoil,Uganda,FALSE
icr054361,Subsoil,Uganda,FALSE
icr054362,Topsoil,Uganda,FALSE
icr054363,Topsoil,Uganda,TRUE
icr054364,Subsoil,Uganda,TRUE
icr054365,Topsoil,Uganda,FALSE
icr054367,Subsoil,Uganda,FALSE
icr054368,Topsoil,Uganda,FALSE
icr054369,Topsoil,Uganda,FALSE
icr054370,Subsoil,Uganda,FALSE
icr054371,Subsoil,Uganda,FALSE
icr054372,Topsoil,Uganda,TRUE
icr054373,Subsoil,Uganda,TRUE
icr054374,Topsoil,Uganda,FALSE
icr054381,Subsoil,Uganda,FALSE
icr054382,Topsoil,Uganda,FALSE
icr054385,Subsoil,Uganda,FALSE
icr054386,Topsoil,Uganda,FALSE
icr054387,Topsoil,Uganda,TRUE
icr054388,Subsoil,Uganda,TRUE
icr054390,Subsoil,Uganda,FALSE
icr054391,Topsoil,Uganda,FALSE
icr054394,Subsoil,Uganda,FALSE
icr054395,Topsoil,Uganda,TRUE
icr054396,Subsoil,Uganda,TRUE
icr054399,Subsoil,Uganda,FALSE
icr054400,Topsoil,Uganda,FALSE
icr054402,Topsoil,Uganda,TRUE
icr054403,Subsoil,Uganda,TRUE
icr054405,Topsoil,Uganda,FALSE
icr054407,Subsoil,Uganda,FALSE
icr054408,Topsoil,Uganda,FALSE
icr054410,Topsoil,Uganda,TRUE
icr054411,Subsoil,Uganda,TRUE
icr054414,Topsoil,Uganda,FALSE
icr054415,Topsoil,Uganda,TRUE
icr054416,Subsoil,Uganda,TRUE
icr054417,Topsoil,Uganda,FALSE
icr054421,Subsoil,Uganda,FALSE
icr054423,Subsoil,Uganda,FALSE
icr054426,Topsoil,Uganda,TRUE
icr054427,Subsoil,Uganda,TRUE
icr054433,Topsoil,Uganda,TRUE
icr054434,Subsoil,Uganda,TRUE
icr054438,Subsoil,Uganda,FALSE
icr054439,Topsoil,Uganda,FALSE
icr054440,Subsoil,Uganda,FALSE
icr054443,Topsoil,Uganda,FALSE
icr054444,Topsoil,Uganda,FALSE
icr054445,Topsoil,Uganda,TRUE
icr054446,Subsoil,Uganda,TRUE
icr054448,Subsoil,Uganda,FALSE
icr054449,Topsoil,Uganda,TRUE
icr054450,Subsoil,Uganda,TRUE
icr054451,Topsoil,Uganda,FALSE
icr054454,Subsoil,Uganda,FALSE
icr054455,Topsoil,Uganda,FALSE
icr054457,Subsoil,Uganda,FALSE
icr054460,Subsoil,Uganda,FALSE
icr054462,Subsoil,Uganda,FALSE
icr054463,Topsoil,Uganda,FALSE
icr054464,Subsoil,Uganda,FALSE
icr054465,Topsoil,Uganda,FALSE
icr054467,Topsoil,Uganda,FALSE
icr054468,Topsoil,Uganda,FALSE
icr054471,Topsoil,Uganda,FALSE
icr054476,Topsoil,Uganda,FALSE
icr054481,Subsoil,Uganda,FALSE
icr054487,Subsoil,Uganda,FALSE
icr054498,Topsoil,Uganda,FALSE
icr054499,Subsoil,Uganda,FALSE
icr054503,Subsoil,Uganda,FALSE
icr054506,Topsoil,Uganda,FALSE
icr054509,Topsoil,Uganda,FALSE
icr054510,Topsoil,Uganda,FALSE
icr054512,Subsoil,Uganda,FALSE
icr054514,Subsoil,Uganda,FALSE
icr054518,Subsoil,Uganda,FALSE
icr054520,Topsoil,Uganda,FALSE
icr054521,Topsoil,Uganda,FALSE
icr054522,Topsoil,Uganda,FALSE
icr054523,Topsoil,Uganda,TRUE
icr054524,Subsoil,Uganda,TRUE
icr054526,Subsoil,Uganda,FALSE
icr054527,Topsoil,Uganda,FALSE
icr054529,Topsoil,Uganda,FALSE
icr054532,Topsoil,Uganda,FALSE
icr054534,Subsoil,Uganda,FALSE
icr054540,Topsoil,Uganda,FALSE
icr054545,Subsoil,Uganda,FALSE
icr054552,Topsoil,Uganda,FALSE
icr054556,Topsoil,Uganda,TRUE
icr054557,Subsoil,Uganda,TRUE
icr054560,Topsoil,Uganda,FALSE
icr054561,Subsoil,Uganda,FALSE
icr054563,Subsoil,Uganda,FALSE
icr054564,Topsoil,Uganda,FALSE
icr054566,Topsoil,Uganda,FALSE
icr054573,Subsoil,Uganda,FALSE
icr054574,Topsoil,Uganda,TRUE
icr054575,Subsoil,Uganda,TRUE
icr054579,Subsoil,Uganda,FALSE
icr054581,Subsoil,Uganda,FALSE
icr054592,Subsoil,Uganda,FALSE
icr054595,Topsoil,Uganda,FALSE
icr054596,Topsoil,Uganda,FALSE
icr054598,Topsoil,Uganda,FALSE
icr054605,Subsoil,Uganda,FALSE
icr054611,Subsoil,Uganda,FALSE
icr054614,Topsoil,Uganda,FALSE
icr054617,Subsoil,Uganda,FALSE
icr054621,Subsoil,Uganda,FALSE
icr054626,Topsoil,Uganda,FALSE
icr054630,Subsoil,Uganda,FALSE
icr054632,Subsoil,Uganda,FALSE
icr054633,Topsoil,Uganda,FALSE
icr054638,Subsoil,Uganda,FALSE
icr054639,Topsoil,Uganda,FALSE
icr054643,Topsoil,Uganda,TRUE
icr054644,Subsoil,Uganda,TRUE
icr054645,Topsoil,Uganda,FALSE
icr054646,Topsoil,Uganda,FALSE
icr054649,Subsoil,Uganda,FALSE
icr054651,Subsoil,Uganda,FALSE
icr054653,Subsoil,Uganda,FALSE
icr054654,Topsoil,Uganda,FALSE
icr054665,Subsoil,Uganda,FALSE
icr054667,Subsoil,Uganda,FALSE
icr054671,Subsoil,Uganda,FALSE
icr054673,Subsoil,Uganda,FALSE
icr074397,Subsoil,Botswana,FALSE
icr054684,Topsoil,Uganda,FALSE
icr054703,Topsoil,Uganda,FALSE
icr054709,Topsoil,Uganda,TRUE
icr054710,Subsoil,Uganda,TRUE
icr054713,Topsoil,Uganda,FALSE
icr055982,Subsoil,Zambia,FALSE
icr056141,Topsoil,Zambia,FALSE
icr056142,Subsoil,Zambia,FALSE
icr056220,Topsoil,Zambia,FALSE
icr056281,Subsoil,Zambia,FALSE
icr056500,Topsoil,Zambia,TRUE
icr056501,Subsoil,Zambia,TRUE
icr062136,Topsoil,Madagascar,TRUE
icr062137,Subsoil,Madagascar,TRUE
icr062138,Topsoil,Madagascar,FALSE
icr062139,Topsoil,Madagascar,FALSE
icr062141,Topsoil,Madagascar,TRUE
icr062142,Subsoil,Madagascar,TRUE
icr062143,Topsoil,Madagascar,FALSE
icr062145,Topsoil,Madagascar,FALSE
icr062147,Topsoil,Madagascar,TRUE
icr062148,Subsoil,Madagascar,TRUE
